word	valence	arousal
hottie	0.810	0.889
hotyoga	0.366	0.218
hound	-0.166	0.056
hour	0.104	-0.470
hourglass	0.084	-0.432
hourly	-0.062	-0.164
house	0.174	-0.730
houseboat	0.208	-0.222
housebound	-0.667	-1.000
houseboy	-0.042	-0.170
housebreak	-0.389	0.625
housebreaker	-0.778	0.952
housebroke	0.667	-0.375
housebroken	0.036	-0.078
housecleaner	0.143	0.667
housecleaning	0.333	0.667
housecoat	0.000	-1.000
housecraft	0.667	-0.667
housedress	0.000	-0.667
housefather	0.500	-0.667
housefly	-0.524	0.704
houseful	0.444	-0.095
houseguest	0.060	0.000
household	0.562	-0.540
householder	0.632	0.082
househusband	0.000	-0.571
housekeep	0.571	0.625
housekeeper	0.388	-0.442
housekeeping	0.208	0.000
houseless	-0.667	-0.370
housemaid	-0.292	-0.667
houseman	0.000	0.190
housemaster	0.583	-0.593
housemate	0.222	-0.111
housemistress	0.375	-0.667
housemother	0.542	-0.593
housepainter	0.037	0.625
houseplant	0.417	-0.917
housesit	0.667	-0.476
housetop	0.000	0.000
housewarming	0.714	0.420
housewife	0.312	-0.278
housewifely	0.429	-0.667
housewifery	0.042	-0.667
housewives	0.000	-0.667
housework	-0.032	-0.174
housing	0.552	-0.392
hovel	-0.334	-0.408
hover	0.020	-0.138
hovercraft	0.082	0.308
hoverer	0.000	0.630
hovering	-0.238	0.667
how	0.000	0.000
howdy	0.630	-0.407
however	-0.250	-0.204
howl	-0.286	0.292
howler	-0.667	0.667
howsoever	-0.082	-0.382
hoy	0.166	-0.404
hub	-0.042	-0.202
hubba	0.333	0.833
hubble	0.833	0.000
hubbub	-0.381	1.000
hubby	0.096	-0.130
hubcap	0.000	0.000
hubris	-0.667	0.667
huckleberry	0.200	-0.442
huddle	0.208	0.018
huddler	0.000	-0.667
hue	0.014	-0.168
hued	0.000	0.000
huff	-0.224	-0.018
huffily	-0.667	0.667
huffiness	-0.667	0.667
huffy	-0.160	0.232
hug	0.816	-0.146
huge	0.146	0.250
hugely	0.037	0.000
hugeness	0.667	-0.083
huggable	1.000	-0.370
hugged	0.944	-0.667
hugger	0.040	-0.040
hugging	1.000	-0.667
huggy	0.708	-0.142
hugs	0.960	-0.156
huh	-0.422	-0.338
hulk	-0.080	0.480
hulky	-0.333	0.619
hull	0.084	-0.470
hullaballoo	-0.444	1.000
hullabaloo	-0.667	1.000
hum	-0.020	-0.408
human	0.534	-0.372
humane	0.600	-0.260
humanely	1.000	-0.556
humaneness	1.000	-0.667
humanism	1.000	-0.667
humanist	0.778	-0.238
humanistic	0.963	-0.667
humanitarian	0.572	-0.366
humanitarianism	1.000	0.625
humanities	0.458	-0.350
humanity	0.500	-0.280
humanization	0.810	0.583
humanize	0.667	-0.048
humanizer	1.000	0.519
humankind	0.770	-0.212
humanlike	0.611	-0.296
humanly	0.667	0.000
humanness	0.958	-0.519
humanoid	0.042	-0.076
humanrights	0.584	0.118
humble	0.734	-0.528
humbled	-0.440	0.236
humbleness	0.667	-0.630
humbler	0.630	-0.375
humbly	0.542	-0.612
humbug	-0.562	0.244
humdinger	0.667	0.714
humdrum	-0.462	-0.508
humerus	0.083	-0.444
humid	-0.250	-0.352
humidification	0.267	-0.667
humidifier	0.333	-0.333
humidify	0.250	0.222
humidity	-0.072	-0.254
humidly	-0.292	-0.286
humidness	-0.333	-0.370
humidor	0.500	-0.667
humiliate	-0.896	0.428
humiliated	-0.792	0.424
humiliating	-0.876	0.432
humiliation	-0.904	0.424
humility	0.480	-0.764
hummable	0.667	0.250
hummer	0.020	0.244
humming	0.524	0.333
hummingbird	0.500	-0.260
hummus	0.611	-0.048
humongous	-0.244	0.076
humor	0.780	0.266
humored	0.708	0.314
humorist	0.916	0.580
humoristic	0.952	0.292
humorless	-0.667	-0.667
humorlessness	-0.667	-0.704
humorous	0.812	0.232
humorously	0.963	0.630
humorousness	0.708	0.167
humour	0.242	0.044
hump	-0.408	-0.076
humpback	-0.530	-0.308
humph	-0.630	0.556
humpty	0.000	0.083
humpy	-0.524	0.000
humungous	0.667	0.000
humus	0.389	-0.333
humvee	0.000	0.667
hun	0.064	-0.162
hunch	0.122	0.260
hunchback	-0.584	-0.220
hundred	0.208	-0.260
hundredfold	0.667	0.000
hundredth	-0.146	-0.264
hungarian	0.074	-0.500
hungary	0.111	0.000
hunger	-0.834	0.108
hungover	-0.862	-0.064
hungrily	0.000	0.667
hungriness	-0.333	0.667
hungry	-0.834	0.380
hunk	-0.124	-0.250
hunker	-0.185	0.500
hunks	-0.166	-0.094
hunky	-0.062	0.142
hunt	-0.346	0.612
hunter	-0.416	0.634
hunting	-0.104	0.426
huntress	-0.286	0.434
huntsman	0.292	0.714
huntswoman	0.519	0.708
hurdle	-0.604	0.364
hurdler	0.476	1.000
hurl	-0.368	0.490
hurler	0.000	1.000
hurly	-0.333	0.875
hurrah	0.604	0.480
hurray	1.000	1.000
hurricane	-0.646	0.910
hurricanes	-0.428	0.796
hurried	-0.372	0.612
hurriedly	-0.333	1.000
hurriedness	-0.667	1.000
hurry	-0.156	0.470
hurryup	-0.054	0.582
hurt	-0.876	0.546
hurtful	-0.792	0.360
hurtfully	-1.000	0.667
hurtfulness	-1.000	-0.667
hurting	-0.694	0.556
hurtle	-0.500	1.000
husband	0.542	0.000
husbandless	-0.556	-0.667
husbandly	0.667	-0.667
husbandry	0.453	-0.054
hush	-0.058	-0.538
hushed	-0.416	-0.488
husk	-0.244	-0.654
husker	0.000	0.619
huskily	-0.259	0.238
huskiness	-0.333	-0.296
husky	0.260	-0.100
hussy	-0.562	0.188
hustle	-0.188	0.322
hustler	-0.480	0.642
hut	0.266	-0.460
hutch	-0.230	-0.094
hyacinth	-0.256	-0.280
hybrid	0.000	-0.270
hybridism	0.000	0.000
hybridization	0.667	0.556
hybridize	0.333	0.625
hydra	-0.188	0.196
hydrangea	0.333	-0.958
hydrant	0.140	-0.174
hydrate	0.220	-0.266
hydrated	0.667	-0.333
hydration	1.000	-0.333
hydrator	0.667	-0.381
hydraulic	0.044	-0.204
hydraulically	0.067	0.625
hydraulics	0.000	0.060
hydro	0.000	0.000
hydrobiology	0.625	-0.095
hydrocarbon	0.000	0.000
hydrocellulose	0.000	-1.000
hydrocephalic	-0.750	-0.778
hydrocephalous	-0.792	-0.583
hydrocephalus	-0.428	0.258
hydrochemistry	0.000	-0.667
hydrochloric	-0.417	0.000
hydrochloride	-0.333	0.000
hydrocortisone	0.542	-0.667
hydrodynamic	0.042	0.542
hydrodynamics	0.104	0.164
hydroelectric	0.722	0.667
hydroelectricity	0.667	0.667
hydrofluoric	-0.667	0.000
hydrofoil	0.625	0.667
hydrogel	0.000	-0.667
hydrogen	-0.062	-0.394
hydrogenate	0.000	0.611
hydrogenated	-0.375	-0.667
hydrogenation	0.111	0.667
hydrogenous	0.000	0.000
hydrogeology	0.000	-0.667
hydrograph	0.000	-0.519
hydrographic	-0.020	-0.208
hydrographical	0.000	-0.583
hydrographically	0.000	0.000
hydrokinetic	0.333	0.667
hydrologic	0.000	-0.583
hydrological	0.000	0.000
hydrologist	0.593	-0.074
hydrology	0.000	-0.240
hydrolysis	0.000	0.667
hydrolyte	0.444	0.056
hydrolytic	0.000	0.417
hydrolyze	0.000	0.667
hydromechanics	0.000	0.593
hydrometeorology	0.000	-0.500
hydrometer	0.000	0.000
hydrometric	0.000	0.000
hydrophilic	0.500	-0.037
hydrophobia	-0.354	0.568
hydrophobic	-0.381	-0.722
hydrophone	0.067	0.000
hydroplane	0.037	0.889
hydroponic	0.000	0.095
hydroponics	0.000	0.098
hydropower	0.667	0.667
hydroscope	0.000	0.000
hydroscopic	0.000	-0.667
hydrosphere	0.000	0.000
hydrostat	0.000	-0.593
hydrostatic	0.000	-0.167
hydrostatically	0.000	-0.741
hydrosulfide	-0.583	0.000
hydrotherapeutic	0.667	-0.630
hydrotherapy	0.667	0.625
hydrothermal	0.000	0.095
hydrotropic	0.000	0.095
hydroxide	0.000	0.111
hydroxyl	0.000	-0.095
hydroxylamine	0.000	0.000
hydroxylation	0.000	-0.625
hyena	-0.208	0.438
hygiene	0.562	-0.426
hygienic	0.438	-0.510
hygienically	1.000	-0.370
hygienist	0.396	-0.222
hymen	-0.062	0.302
hymn	0.470	-0.416
hymnal	0.556	-0.905
hymnbook	0.630	-0.963
hymnist	0.286	0.037
hype	0.020	0.000
hyped	0.416	0.164
hyper	0.084	0.232
hyperacidity	-0.708	0.926
hyperactive	0.000	0.842
hyperactivity	-0.667	1.000
hyperbaric	0.067	0.667
hyperbola	0.000	0.000
hyperbole	-0.062	0.042
hyperbolic	0.000	0.222
hyperbolical	-0.296	0.000
hyperbolically	0.000	-0.417
hyperbolism	0.000	0.667
hyperbolize	-0.111	0.667
hypercompetitive	-0.619	0.963
hyperconscious	-0.630	0.963
hyperconsciousness	-0.333	1.000
hypercorrect	-0.542	0.619
hypercorrection	-0.667	0.667
hypercorrectness	-0.630	0.583
hypercritic	-0.667	0.667
hypercritical	-0.667	0.667
hypercritically	-0.667	0.667
hypercriticism	-0.667	0.714
hyperextend	-0.667	0.815
hyperextension	-0.458	0.667
hyperglycemia	-0.667	0.708
hyperglycemic	-0.667	0.190
hyperinflation	-0.852	0.667
hyperinflationary	-0.667	0.667
hyperirritability	-0.667	1.000
hyperirritable	-0.833	0.952
hyperkinetic	-0.667	1.000
hyperlink	0.000	0.296
hypermarket	0.000	0.667
hypermetric	0.000	0.625
hyperphysical	0.667	0.000
hyperplasia	-0.667	0.667
hyperpolarization	-0.370	0.667
hypersensitive	-0.481	0.667
hypersensitiveness	-0.630	0.704
hypersensitivity	-0.667	0.704
hypersexual	-0.619	0.963
hypersonic	0.667	1.000
hyperspace	0.020	0.246
hypertension	-0.734	0.568
hypertensive	-0.667	0.762
hypertext	0.167	0.667
hyperthermia	-0.519	1.000
hyperthyroid	-0.667	1.000
hyperthyroidism	-0.667	1.000
hypertonic	-0.037	0.704
hypertrophic	-0.389	0.667
hypertrophy	-0.376	0.250
hypervelocity	0.000	1.000
hyperventilate	-0.306	0.458
hyperventilating	-0.672	0.604
hyperventilation	-0.667	1.000
hyphen	0.104	-0.288
hyphenate	0.000	0.000
hyphenated	0.000	0.000
hyphenation	0.667	0.000
hypnologist	0.000	0.333
hypnoses	-0.296	-1.000
hypnosis	-0.166	-0.180
hypnotherapist	0.611	0.571
hypnotherapy	0.667	0.125
hypnotic	0.142	0.120
hypnotically	0.000	0.556
hypnotism	0.000	-0.611
hypnotist	-0.020	-0.090
hypnotizable	0.000	0.000
hypnotization	0.208	0.444
hypnotize	-0.062	0.014
hypnotized	-0.102	-0.132
hypnotizer	-0.208	0.667
hypo	0.000	0.000
hypoacidity	-0.667	-0.958
hypoactive	-0.667	-0.944
hypoallergenic	0.667	-0.889
hypochondria	-1.000	0.630
hypochondriac	-0.612	0.176
hypochondriacally	-0.714	0.667
hypocrisy	-0.688	0.046
hypocrite	-0.836	0.346
hypocritical	-0.904	0.480
hypocritically	-1.000	0.667
hypoderm	0.000	-0.083
hypodermal	-0.095	-0.583
hypodermic	-0.520	-0.118
hypodermically	-0.667	0.429
hypodermis	0.000	-0.792
hypoglycemia	-0.667	0.708
hypoglycemic	-0.667	0.815
hypomania	0.667	1.000
hypophosphate	-0.583	-0.704
hypoplasia	-0.762	-0.833
hyposensitize	0.619	-0.741
hypostasis	0.000	-1.000
hypostatic	0.000	-0.952
hypotension	-0.667	-0.704
hypotenuse	0.000	0.000
hypothalamic	0.000	0.667
hypothalamus	0.186	-0.146
hypothermal	-0.667	-0.778
hypothermia	-0.632	0.240
hypothermic	-0.714	-0.958
hypotheses	0.000	0.667
hypothesis	0.104	-0.260
hypothesize	0.143	0.630
hypothesizer	0.519	0.667
hypothetic	0.000	-0.583
hypothetical	-0.040	-0.266
hypothetically	0.000	-0.074
hypothyroid	-0.778	-0.714
hypothyroidism	-0.750	-1.000
hypotonic	0.048	0.000
hypotrophy	-0.708	-0.958
hypoxia	-0.750	0.667
hysterectomy	-0.644	0.320
hysteria	-0.552	0.812
hysteric	-0.667	1.000
hysterical	-0.420	0.884
hysterically	-0.708	1.000
iambic	0.000	0.048
ibuprofen	-0.104	-0.146
ice	-0.120	-0.470
iceberg	-0.312	0.080
iceboat	0.458	0.556
icebound	-0.458	-1.000
icebox	0.120	-0.556
icebreaker	0.142	0.090
icecap	0.222	-1.000
icecream	0.963	-0.583
iced	0.128	-0.036
icefall	-0.333	0.417
icehouse	0.000	-0.667
iceless	-0.286	-0.958
icemaker	0.625	-0.222
iceman	0.000	-0.571
icepack	0.333	-0.926
icepick	-0.667	0.037
iceskate	0.571	0.667
icicle	-0.042	-0.958
icicled	-0.208	-0.926
icily	-0.667	-0.750
iciness	-0.389	-1.000
icing	0.376	-0.096
icky	-0.286	0.020
icon	0.098	-0.302
iconic	0.166	0.074
iconoclasm	-0.667	0.593
iconoclast	-0.333	0.667
iconoclastic	0.083	0.667
iconoclastically	-0.125	0.667
iconographer	0.400	0.542
iconographic	0.625	-0.222
iconographical	0.074	-0.074
iconography	0.204	-0.236
iconological	0.000	-0.500
iconologist	0.000	-0.667
iconology	0.000	-0.476
icu	-0.562	0.254
icy	0.368	-0.250
id	-0.102	-0.312
idea	0.500	0.076
ideal	0.604	-0.126
idealess	-0.667	-0.889
idealism	0.270	-0.128
idealist	0.632	0.020
idealistic	0.624	-0.062
idealistically	0.963	-0.667
ideality	0.963	-0.333
idealization	0.810	-0.542
idealize	0.714	-0.524
idealizer	0.571	-0.667
ideally	1.000	-0.852
idealness	1.000	-0.500
ideals	1.000	0.000
identical	0.270	-0.240
identically	0.334	-0.146
identifiable	0.667	-0.048
identification	0.428	-0.098
identified	0.571	0.000
identifier	0.667	0.111
identify	0.270	-0.040
identities	0.042	0.000
identity	0.326	-0.280
ideogram	0.000	-0.667
ideograph	0.000	-0.583
ideographic	0.000	0.000
ideographical	0.000	-0.148
ideographically	0.000	0.000
ideography	0.000	-0.667
ideological	-0.042	-0.667
ideologically	0.000	-0.074
ideologist	-0.148	0.667
ideologue	-0.467	0.667
ideology	0.146	-0.312
idiocy	-0.776	0.270
idiographic	0.000	-0.667
idiom	0.040	-0.326
idiomatic	0.308	-0.142
idiomatically	0.222	0.333
idiomorphic	0.000	-0.519
idiopathic	-0.667	-0.417
idiosyncrasy	0.000	0.000
idiosyncratic	0.167	-0.556
idiosyncratically	0.048	0.222
idiot	-0.828	0.134
idiotic	-0.792	0.240
idiotically	-1.000	0.389
idiots	-0.714	0.200
idk	-0.354	-0.074
idle	-0.642	-0.666
idleness	-0.384	-0.340
idler	-0.600	-0.392
idly	0.000	-1.000
idol	0.368	0.610
idolatrous	-0.667	-0.444
idolatry	-0.270	0.142
idolism	0.667	0.037
idolization	0.667	0.667
idolize	0.875	0.625
idolizer	0.238	0.571
idolizing	0.352	0.424
idyll	1.000	-0.958
idyllic	0.142	-0.212
idyllically	1.000	-0.963
if	0.000	0.000
iffy	-0.240	-0.116
ifonly	-0.188	-0.500
igloo	0.138	-0.396
igneous	-0.062	-0.068
ignitability	-0.042	0.556
ignite	-0.084	0.570
igniter	0.167	0.944
ignition	-0.270	0.440
ignobility	-0.944	-0.542
ignoble	-1.000	-0.625
ignominious	-0.714	-0.375
ignominiously	-1.000	0.667
ignorable	-0.333	-1.000
ignoramus	-0.857	-0.556
ignorance	-0.694	-0.166
ignorant	-0.796	-0.078
ignorantly	-0.667	-0.600
ignore	-0.708	-0.440
ignored	-0.667	-1.000
ignorer	-0.667	0.381
iguana	0.042	-0.530
ihatespiders	-0.489	0.222
ilk	-0.124	-0.098
ill	-0.854	-0.180
illegal	-0.878	0.574
illegality	-0.812	0.270
illegalize	-0.630	0.667
illegally	-0.734	0.576
illegibility	-0.667	-1.000
illegible	-0.408	-0.020
illegibly	-0.667	-0.500
illegitimacy	-0.667	0.500
illegitimate	-0.632	0.288
illegitimately	-0.857	0.056
illegitimatize	-1.000	0.476
illicit	-0.624	0.588
illicitly	-0.667	0.667
illicitness	-0.905	-0.593
illiteracy	-0.667	-0.625
illiterate	-0.760	-0.180
illiterately	-0.714	-0.190
illness	-0.804	0.434
illogic	-0.833	0.048
illogical	-0.584	0.260
illogicality	-0.792	-0.625
illogically	-0.667	0.000
illuminable	0.667	0.333
illuminant	0.556	0.042
illuminate	0.810	0.292
illuminated	1.000	0.111
illuminati	-0.333	0.619
illuminating	0.898	0.226
illumination	0.520	0.176
illuminative	0.778	0.222
illuminator	0.540	0.132
illuminist	0.667	0.593
illusion	0.124	-0.020
illusionary	-0.333	-0.048
illusionism	0.500	0.571
illusionist	0.444	0.708
illusionistic	0.286	0.111
illusive	-0.333	0.259
illusively	-0.333	-0.083
illusiveness	-0.389	-0.667
illusory	-0.333	0.000
illustratable	0.667	-0.500
illustrate	0.500	-0.140
illustration	0.480	-0.118
illustrational	0.458	0.000
illustrative	0.542	-0.096
illustratively	0.417	-0.333
illustrator	0.542	0.519
illustrious	0.346	0.100
illustriously	0.958	-0.593
illustriousness	1.000	-0.407
ilovechristmas	0.770	0.180
iloveher	0.500	0.038
image	0.306	-0.518
imageless	-0.333	-1.000
imager	0.667	0.333
imagery	0.306	-0.346
imaginable	0.226	0.058
imaginably	0.667	0.333
imaginary	0.120	-0.152
imagination	0.604	-0.018
imaginative	0.560	0.082
imaginatively	0.708	0.500
imaginativeness	0.917	0.630
imagine	0.518	-0.040
imagined	0.312	-0.176
imaginer	0.417	0.286
imaging	0.448	-0.212
imagining	0.530	-0.084
imam	0.054	-0.326
imbalance	-0.770	0.076
imbecile	-0.836	0.138
imbecilic	-1.000	-0.381
imbecility	-1.000	-0.667
imbed	0.000	0.630
imbedded	-0.188	0.160
imbibe	0.583	0.583
imbiber	-0.190	0.593
imbue	0.625	-0.500
imbursement	0.444	-0.333
imho	-0.200	-0.308
imissyou	-0.040	0.216
imitable	0.333	0.000
imitate	-0.062	0.122
imitated	-0.334	-0.218
imitation	-0.188	0.184
imitative	0.333	0.238
imitatively	0.000	0.533
imitator	-0.333	0.667
immaculate	0.396	-0.340
immaculately	1.000	-0.857
immaculateness	1.000	-1.000
immaterial	-0.408	-0.382
immaterialism	-0.042	-1.000
immaterialist	0.000	0.000
immateriality	-0.042	-0.952
immaterialize	0.000	-0.889
immaterially	0.000	-0.926
immature	-0.772	0.000
immaturely	-0.667	0.333
immaturity	-0.708	0.134
immeasurability	-0.333	-1.000
immeasurable	0.020	0.078
immeasurableness	0.000	-0.852
immeasurably	0.020	0.280
immediacy	0.270	0.260
immediate	0.312	0.096
immediately	0.104	0.560
immediateness	0.519	0.667
immemorial	-0.346	-0.062
immense	0.510	0.500
immensely	0.630	0.111
immenseness	0.667	-0.630
immensity	0.583	-0.741
immergence	0.048	0.619
immerse	0.020	0.154
immersion	0.020	0.112
immersionist	0.000	0.708
immersive	0.667	0.667
immigrant	-0.286	0.326
immigrate	0.000	0.667
immigration	-0.220	0.334
imminence	-0.556	0.667
imminent	-0.020	0.568
imminently	0.000	0.625
immobile	-0.550	-0.566
immobility	-0.619	-1.000
immobilization	-0.667	-0.750
immobilize	-0.667	-0.952
immobilizer	-0.667	-0.917
immoderate	-0.667	0.667
immoderately	-0.667	0.926
immoderation	-0.667	0.667
immodest	-0.667	0.619
immodestly	-0.611	0.222
immodesty	-0.619	0.667
immolate	-1.000	0.778
immolation	-0.917	0.944
immoral	-0.714	0.244
immoralist	-0.905	-0.556
immorality	-0.624	0.378
immorally	-0.952	0.571
immortal	0.624	0.500
immortality	0.376	0.270
immortalization	0.952	0.667
immortalize	1.000	0.708
immortalizer	0.952	0.556
immortally	1.000	-1.000
immovability	0.333	-1.000
immovable	-0.040	-0.380
immovably	0.000	-1.000
immune	0.258	-0.056
immunity	0.266	-0.368
immunization	0.334	0.020
immunize	1.000	0.667
immunochemistry	0.583	-0.417
immunodeficiency	-0.708	-0.667
immunogenic	0.889	0.625
immunoglobulin	0.500	-0.500
immunologic	0.619	-0.444
immunological	0.667	-0.593
immunologically	0.667	-0.667
immunologist	0.708	0.667
immunology	0.667	0.000
immunosuppressant	-0.667	-0.667
immunosuppression	-0.667	-0.815
immunosuppressive	-0.667	-0.667
immunotherapy	0.889	0.593
immutability	0.542	-1.000
immutable	-0.146	-0.138
immutably	0.667	-0.963
imp	-0.300	-0.104
impact	-0.062	0.768
impactful	0.234	0.238
impaction	-0.667	0.667
impair	-0.694	0.000
impaired	-0.740	-0.082
impairer	-0.667	0.630
impairment	-0.660	0.142
impala	0.333	0.667
impale	-0.963	1.000
impalement	-1.000	0.952
impalpability	-0.625	-0.875
impalpable	-0.333	-1.000
impalpably	0.000	-0.963
imparity	-0.593	-0.667
impart	0.042	-0.118
imparter	0.667	0.630
impartial	0.062	-0.188
impartiality	0.244	-0.212
impartially	0.667	0.000
impartialness	0.667	-0.810
impartibility	-0.042	-0.667
impassability	-0.667	-0.875
impassable	-0.316	-0.084
impassably	-0.667	-0.833
impasse	-0.667	-0.667
impassibility	-0.630	-1.000
impassible	-0.389	-1.000
impassion	0.667	0.667
impassionate	-0.125	0.926
impassioned	0.480	0.560
impassive	-0.333	-1.000
impassively	-0.200	-1.000
impassiveness	-0.333	-1.000
impassivity	-0.333	-1.000
impatience	-0.444	0.560
impatient	-0.500	0.416
impatiently	-0.612	0.500
impeach	-0.584	0.552
impeachability	-0.524	0.667
impeachable	-0.667	0.667
impeacher	-0.667	0.625
impeachment	-0.674	0.470
impeccability	1.000	-0.667
impeccable	0.666	-0.260
impeccably	1.000	-0.571
impedance	-0.292	0.000
impede	-0.458	0.020
impeder	-0.667	0.667
impediment	-0.674	0.200
impedimental	-0.667	-0.667
impedimentary	-0.667	-0.667
impel	0.000	1.000
impelled	0.208	0.482
impend	-0.556	0.667
impending	-0.040	0.470
impenetrability	-0.571	-1.000
impenetrable	0.062	0.154
impenetrableness	-0.630	-1.000
impenetrably	-0.667	-0.667
impenetrate	-0.333	0.095
imperative	0.250	0.294
imperatively	0.000	0.714
imperativeness	-0.111	0.667
imperceptibility	-0.429	-0.944
imperceptible	-0.244	-0.020
imperceptibleness	-0.375	-0.944
imperceptibly	-0.042	-1.000
imperceptive	-0.667	-0.667
imperceptiveness	-0.667	-1.000
imperceptivity	-0.370	-0.958
imperfect	-0.654	0.054
imperfection	-0.620	0.134
imperfectly	-0.406	-0.038
imperfectness	-0.625	-0.500
imperial	0.338	0.292
imperialism	-0.667	0.630
imperialist	-0.432	0.572
imperialistic	-0.667	0.630
imperialistically	-0.667	0.667
imperialize	-0.667	0.667
imperially	0.556	0.067
imperil	-0.958	0.667
imperilment	-0.958	0.667
imperious	-0.667	0.792
imperiously	-0.667	0.667
imperiousness	-0.667	-0.370
imperishability	0.667	-0.917
imperishable	1.000	-0.958
imperishably	0.917	-1.000
imperium	0.667	0.667
impermanence	-0.400	-1.000
impermanency	-0.519	0.625
impermanent	-0.381	-0.926
impermeability	0.000	-1.000
impermeable	0.020	-0.384
impermeably	-0.630	-0.952
impermissible	-0.624	-0.072
impersonal	-0.368	-0.288
impersonality	-0.476	-0.963
impersonalize	-0.611	-0.556
impersonally	-0.375	-0.667
impersonate	0.020	0.264
impersonation	-0.250	0.236
impersonator	-0.062	0.172
impertinence	-0.660	0.306
impertinency	-0.667	0.667
impertinent	-0.562	0.652
impertinently	-0.667	0.667
imperturbability	0.852	-1.000
imperturbable	1.000	-1.000
imperturbably	0.476	-0.963
impervious	0.164	-0.184
imperviously	-0.375	-0.852
imperviousness	-0.333	-0.583
impetuosity	-0.667	0.810
impetuous	0.204	0.628
impetuously	0.000	0.917
impetuousness	-0.583	0.917
impetus	0.042	0.480
impiety	-0.889	0.625
impinge	-0.667	0.714
impingement	-0.667	0.500
impiously	-1.000	0.556
impish	0.333	0.667
