word	valence	arousal
hardwood	-0.166	-0.274
hardworking	0.438	0.166
hardy	0.142	0.138
hare	0.240	-0.180
harebrain	-0.667	0.857
harebrained	-0.408	0.102
harelip	-0.667	-0.083
harem	0.042	0.156
hark	0.142	0.000
harken	0.000	0.333
harlequinesque	0.667	0.667
harlot	-0.604	0.596
harlotry	-0.952	0.667
harm	-0.854	0.358
harmer	-0.905	0.917
harmful	-0.812	0.500
harmfully	-1.000	0.667
harmfulness	-1.000	0.667
harmless	0.250	-0.548
harmlessly	0.875	-0.810
harmlessness	1.000	-1.000
harmonic	1.000	-0.333
harmonica	0.694	-0.530
harmonically	0.667	-0.667
harmonics	0.730	-0.200
harmonious	0.876	-0.218
harmoniously	0.938	-0.470
harmoniousness	0.958	-0.963
harmonist	0.667	-0.048
harmonistic	0.926	-0.667
harmonistically	0.889	-0.667
harmonium	0.667	-0.583
harmonization	1.000	-0.667
harmonize	0.809	-0.230
harmonizer	0.889	0.000
harmony	0.898	-0.540
harness	0.140	0.098
harnesser	-0.067	0.625
harp	0.236	-0.380
harper	-0.166	-0.092
harpist	0.667	0.095
harpoon	-0.020	0.400
harpooner	-0.292	0.667
harpsichord	0.082	-0.020
harpsichordist	0.625	0.417
harpy	-1.000	0.708
harrassment	-1.000	0.704
harrier	-0.037	0.708
harrow	-0.524	0.593
harrower	-0.600	0.500
harrowing	-0.582	0.620
harrumph	-0.667	0.667
harry	0.040	-0.182
harsh	-0.500	0.300
harshly	-0.708	0.667
harshness	-0.354	0.200
hart	0.286	-0.222
harvest	0.562	-0.294
harvestman	0.167	0.619
hash	-0.312	-0.094
hashish	-0.260	0.140
hasn	0.000	0.000
hasnt	-0.678	-0.044
hassle	-0.646	0.480
hast	-0.095	0.958
hasta	0.208	0.000
haste	-0.244	0.490
hasten	0.142	0.500
hastener	0.667	0.926
hastily	-0.458	0.218
hastiness	-0.667	0.750
hasty	-0.624	0.770
hat	0.208	-0.634
hatband	0.000	-0.583
hatbox	0.429	-0.667
hatch	-0.042	0.306
hatchability	0.250	-0.593
hatchback	0.000	0.000
hatchery	0.000	0.667
hatchet	-0.334	0.216
hatchling	0.429	0.333
hatchway	0.000	0.000
hate	-0.938	0.604
hateeee	-0.562	0.212
hateeveryone	-0.918	0.680
hateful	-0.858	0.638
hatefully	-1.000	0.852
hatefulness	-1.000	0.762
hater	-0.896	0.404
hateyou	-0.750	0.470
hath	0.000	0.000
hating	-0.834	0.640
hatless	0.000	-0.125
hatpin	0.000	0.000
hatred	-0.926	0.694
hatter	0.000	0.667
haughtily	-0.667	-0.542
haughtiness	-0.667	0.630
haughty	-0.520	0.416
haul	0.102	0.128
haulage	0.122	0.020
hauler	0.000	0.667
haunch	0.000	-0.476
haunt	-0.424	0.352
haunted	-0.570	0.565
haunter	-0.542	0.667
have	0.514	-0.222
haven	0.368	-0.470
havent	-0.354	-0.162
havoc	-0.796	0.538
haw	-0.188	-0.148
hawaiian	0.667	-0.296
hawk	0.166	0.060
hawker	-0.333	0.667
hawking	0.042	0.018
hawkish	-0.542	0.667
hay	-0.062	-0.576
haye	0.230	-0.098
hayfield	0.381	-0.444
hayloft	0.286	-0.667
haymaker	-0.278	0.889
haymaking	0.375	0.667
hayride	0.122	0.042
hayseed	-0.542	-0.389
haystack	0.104	-0.416
haywire	-0.284	0.090
hazard	-0.776	0.768
hazardless	1.000	-0.905
hazardous	-0.878	0.500
hazardously	-1.000	0.708
hazardousness	-0.917	0.476
haze	-0.146	-0.346
hazelnut	0.625	-0.286
hazer	-0.375	0.704
hazily	-0.292	-0.625
haziness	-0.333	-0.762
hazmat	-0.204	-0.042
hazy	-0.100	-0.134
he	0.611	0.000
head	0.060	-0.056
headache	-0.664	0.510
headaches	-0.792	0.440
headband	0.340	-0.062
headboard	0.048	-0.667
headcheese	0.000	0.000
headcount	0.000	0.619
headdress	0.188	-0.184
header	0.120	-0.204
headfirst	0.083	0.667
headgear	0.084	-0.116
headhunter	-0.286	0.722
headily	0.625	0.815
headiness	0.000	0.667
heading	0.102	-0.416
headlamp	0.000	0.571
headland	0.148	0.102
headless	-0.728	0.164
headlight	0.184	-0.314
headline	0.260	-0.518
headliner	0.000	-0.020
headlock	-0.104	0.076
headlong	-0.292	0.096
headman	0.267	0.667
headmaster	0.208	0.128
headmastership	0.667	0.667
headmistress	0.524	-0.667
headmost	0.296	0.042
headphone	0.000	0.083
headphones	0.200	-0.286
headpiece	0.095	0.000
headpin	0.000	0.714
headquarter	0.230	-0.462
headquarters	0.230	-0.458
headrest	0.375	-0.667
headroom	0.500	0.000
headsail	0.056	0.074
headscarf	0.000	-0.190
headset	0.204	-0.320
headshake	-0.333	0.667
headship	0.667	0.000
headshot	0.000	0.905
headshrinker	-0.667	0.667
headsman	-0.762	0.667
headspace	0.333	-0.111
headspring	0.630	1.000
headstand	0.167	1.000
headstock	0.000	-0.250
headstone	-0.520	-0.244
headstream	0.037	0.000
headstrong	-0.380	0.428
headstrongness	-0.667	0.704
headteacher	0.667	0.667
headwaiter	0.611	0.667
headwater	0.333	0.000
headway	0.646	-0.072
headwear	0.000	0.000
headwind	-0.333	0.630
headwork	0.667	0.593
headworker	0.583	0.619
heady	-0.104	0.612
heal	0.530	-0.510
healable	0.958	-0.333
healer	0.726	-0.244
healing	0.500	-0.096
health	0.870	-0.146
healthcare	0.560	-0.216
healthful	0.860	-0.370
healthfully	1.000	-0.333
healthfulness	1.000	-0.417
healthier	0.838	-0.164
healthily	1.000	-0.185
healthiness	1.000	-0.333
healthy	0.876	-0.362
heap	0.164	0.007
hear	0.520	-0.142
hearable	0.000	0.042
heard	0.200	-0.148
hearer	0.312	-0.438
hearing	0.338	-0.020
hearsay	-0.424	0.246
hearse	-0.646	-0.020
hearst	0.000	0.000
heart	0.654	0.000
heartache	-0.824	0.500
heartattack	-0.688	0.678
heartbeat	0.500	0.396
heartbreak	-0.584	0.220
heartbreaker	-0.470	0.370
heartbreaking	-0.708	0.622
heartbroken	-0.836	0.102
heartbrokenly	-1.000	-0.519
heartbrokenness	-1.000	-0.417
heartburn	-0.714	0.226
hearted	0.646	-0.180
heartedly	0.741	0.074
heartedness	1.000	-0.500
hearten	1.000	0.625
heartfelt	0.808	-0.120
hearth	0.520	-0.450
hearthside	0.429	-0.958
hearthstone	0.667	-0.952
heartily	0.854	0.062
heartiness	1.000	-0.333
heartland	0.624	0.020
heartless	-0.858	0.304
heartlessly	-1.000	-0.667
heartlessness	-1.000	-0.333
heartrending	-0.833	0.667
hearts	0.948	0.113
heartsick	-0.520	-0.224
heartsickness	-1.000	-0.625
heartstring	0.833	-0.524
heartthrob	0.704	0.704
heartwarming	1.000	-0.708
heartworm	-0.334	0.100
hearty	0.520	0.368
heat	0.068	0.224
heated	-0.042	-0.006
heatedly	-0.667	0.905
heater	0.000	0.146
heath	0.604	-0.226
heathen	-0.612	0.058
heathenish	-1.000	0.625
heathenism	-0.667	-0.667
heather	0.000	-0.296
heating	0.294	-0.018
heatless	-0.630	-0.926
heatproof	0.630	-0.583
heatstroke	-0.704	1.000
heatwave	-0.625	1.000
heave	0.432	0.176
heaven	0.792	-0.230
heavenliness	1.000	-0.958
heavenly	0.688	-0.096
heavens	0.612	-0.454
heavenward	0.958	0.381
heaver	0.000	0.944
heavier	-0.200	0.000
heavies	-0.167	0.625
heavily	0.084	0.358
heaviness	-0.562	0.098
heaving	-0.598	0.686
heavy	-0.500	-0.092
heavyhearted	-0.750	-0.708
heavyheartedness	-1.000	-0.704
heavyset	-0.381	-0.667
heavyweight	-0.142	0.156
hebrew	0.083	0.000
heck	-0.520	0.456
heckle	-0.667	0.722
heckler	-0.667	0.750
hectare	0.000	-1.000
hectares	0.140	-0.500
hectic	-0.666	0.622
hectically	-0.630	1.000
hectogram	0.000	-0.095
hedge	0.208	0.204
hedgehog	-0.084	-0.018
hedger	-0.333	0.593
hedgerow	0.333	-0.667
hedgy	-0.333	-0.481
hedonic	0.333	0.667
hedonism	0.020	0.000
hedonist	0.542	0.667
hedonistic	0.667	0.667
hedonistically	0.500	0.667
hee	-0.140	-0.134
heed	0.500	-0.020
heedful	0.667	-0.259
heedfully	0.667	0.333
heedfulness	0.722	-0.417
heedless	-0.667	0.792
heedlessly	-0.619	0.667
heedlessness	-0.667	-0.524
heehaw	-0.333	0.667
heel	-0.040	-0.300
heels	0.000	-0.122
heft	0.006	-0.320
heftily	0.381	0.519
heftiness	0.667	-0.429
hefty	0.100	0.308
hegemonic	-0.076	0.038
hegemony	-0.619	0.630
heh	-0.034	-0.288
hehe	-0.104	-0.026
heheh	0.250	0.020
heifer	-0.122	-0.114
height	0.354	0.216
heighten	0.510	0.244
heightened	0.184	0.058
heightener	0.630	0.667
heil	-0.833	0.926
heinie	-0.333	0.000
heinous	-0.734	0.584
heinously	-1.000	0.714
heinousness	-1.000	-0.238
heir	0.680	0.308
heirdom	0.667	-0.667
heiress	0.654	0.142
heirless	-0.667	-0.762
heirloom	0.368	-0.250
heirs	0.592	0.038
heist	-0.632	0.700
held	-0.072	-0.232
helical	-0.242	-0.142
helicopter	0.428	0.612
heliocentric	0.000	0.000
heliocentrically	0.000	0.000
heliocentricity	0.200	0.000
heliogram	0.000	0.185
heliograph	0.000	0.476
heliographer	0.000	0.667
heliographic	0.000	0.000
heliography	0.417	0.444
heliostat	0.000	0.286
heliotherapy	0.714	0.333
heliotrope	0.625	-1.000
heliotropically	0.417	0.000
heliotropism	0.267	0.333
heliotype	0.000	0.000
helipad	0.560	0.274
heliport	0.188	0.208
helium	-0.020	-0.368
helix	0.042	-0.076
hell	-0.960	0.615
hellacious	-1.000	1.000
hellbender	-0.292	0.458
hellcat	-1.000	1.000
hellfire	-0.714	0.780
hellhole	-0.600	0.230
hellhound	-1.000	0.667
hellion	-0.926	1.000
hellish	-0.750	0.720
hellishly	-1.000	0.963
hellishness	-1.000	0.667
hello	0.452	0.034
helm	0.022	-0.100
helmet	0.146	-0.346
helmless	-0.630	-0.667
helmsman	-0.020	-0.118
help	0.346	-0.058
helpdesk	0.143	0.667
helper	0.408	-0.124
helpful	0.632	-0.326
helpfully	1.000	-0.208
helpfulness	1.000	-0.125
helpless	-0.792	-0.160
helplessly	-0.667	-0.958
helplessness	-0.826	-0.040
helpline	0.667	0.556
helter	0.000	0.926
hem	0.124	-0.434
hematite	-0.104	-0.222
hematologic	0.000	-0.667
hematological	0.000	-0.417
hematologist	0.143	0.095
hematology	0.000	-0.667
hematoma	-0.708	0.200
hemi	0.020	-0.274
hemisphere	0.062	-0.266
hemispheric	0.124	-0.102
hemispherical	0.000	-0.625
hemispheroidal	0.000	-0.333
hemline	0.000	0.000
hemlock	-0.124	-0.300
hemodialysis	-0.667	0.333
hemoglobin	-0.062	-0.038
hemophilia	-0.667	-0.148
hemophiliac	-0.667	-0.667
hemophilic	-0.667	0.000
hemorrhage	-0.969	0.682
hemorrhagic	-1.000	0.381
hemorrhoid	-1.000	-0.111
hemorrhoids	-0.734	0.404
hemostasis	0.667	-0.958
hemostat	-0.224	-0.116
hemostatic	0.667	-0.542
hemp	-0.062	-0.122
hempseed	0.000	0.000
hemstitch	0.286	-0.667
hen	-0.230	-0.448
henceforth	0.054	-0.192
henceforward	0.111	-0.667
henchman	-0.667	0.667
henhouse	0.000	0.154
henpeck	-0.714	0.667
hepatitis	-0.890	0.192
hephaestus	0.000	0.667
heptagon	0.000	0.000
heptagonal	0.000	-0.667
heptathlon	0.481	1.000
herald	0.286	-0.236
heraldic	0.625	-0.500
heraldry	0.100	0.040
herb	0.286	-0.164
herbaceous	0.120	-0.560
herbage	0.524	-0.333
herbal	0.184	-0.490
herbalist	0.556	-0.583
herbarium	0.204	-0.624
herbicidal	-0.389	0.167
herbicide	-0.667	0.571
herbivore	0.083	-0.857
herbivorous	0.370	-0.611
herbless	-0.333	-0.875
herbs	0.240	-0.402
herculean	1.000	0.708
herd	0.184	0.000
herder	0.000	0.667
herdsman	0.000	0.619
herdswoman	0.292	0.667
here	0.238	0.000
hereabout	0.000	0.000
hereafter	0.042	-0.792
hereby	0.000	0.000
hereditability	0.000	-0.593
hereditable	0.000	0.042
hereditarily	0.000	-0.519
hereditary	0.062	0.200
heredity	0.408	-0.110
herein	0.000	-0.333
hereinafter	0.000	-0.500
hereof	0.000	-0.667
heresy	-0.470	0.530
heretic	-0.820	0.420
heretical	-0.542	0.260
heretically	-0.667	0.667
hereto	0.000	-0.625
heretofore	-0.042	-0.224
hereunto	0.000	-0.550
hereupon	0.000	-0.593
herewith	-0.100	-0.280
heritability	0.000	-0.458
heritable	0.048	-0.190
heritage	0.684	0.024
heritance	0.625	-0.625
hermaphrodite	-0.040	0.368
hermaphroditic	-0.185	0.000
hermaphroditical	0.000	0.000
hermaphroditically	0.000	0.000
hermeneutics	-0.188	0.154
hermetic	0.000	-0.667
hermetical	0.000	-0.667
hermetically	0.000	-0.958
hermit	-0.458	-0.326
hermitage	0.000	-1.000
hermitic	-0.370	-1.000
hernia	-0.708	-0.028
herniate	-0.762	0.556
herniated	-0.667	-0.583
hero	0.880	0.612
heroic	0.780	0.540
heroically	1.000	0.875
heroics	0.730	0.346
heroin	-0.448	0.686
heroine	0.458	0.510
heroism	0.688	0.604
herpes	-0.780	0.200
herpesvirus	-0.562	0.116
herpetologist	0.000	0.571
herr	0.000	0.000
herring	0.062	-0.226
herringbone	0.000	-0.083
hers	0.286	0.000
herself	0.116	-0.214
hertz	-0.208	-0.166
hesitance	-0.542	-0.630
hesitancy	-0.500	-0.667
hesitant	-0.334	0.084
hesitantly	-0.333	-0.667
hesitate	-0.082	0.096
hesitated	-0.333	-0.333
hesitating	-0.470	0.056
hesitation	-0.428	-0.208
hesitative	-0.500	-0.370
hetero	0.178	-0.190
heterochromatic	0.000	0.000
heterochromosome	0.000	0.000
heterogeneity	-0.122	-0.100
heterogeneous	0.000	0.000
heterogeneously	0.000	0.000
heterogeneousness	0.000	-0.583
heterogenic	0.000	0.048
heterotopic	0.000	0.000
heterotrophic	0.000	0.000
heterotypical	0.000	-0.037
heterozygote	0.000	0.000
heterozygous	0.000	0.000
hew	-0.166	-0.060
hewn	0.000	0.667
hex	-0.180	0.020
hexadecimal	0.000	0.429
hexafluoride	0.000	0.000
hexagon	0.084	-0.548
hexagonal	0.000	-0.074
hexagonally	0.000	0.000
hexagram	0.000	0.000
hexahedral	0.000	-0.667
hexahedron	0.000	0.000
hexameter	0.267	-0.667
hey	0.096	-0.206
heyday	0.292	0.360
hi	0.667	0.593
hiatus	-0.042	-0.412
hibachi	0.667	0.667
hibernate	0.000	-0.366
hibernation	-0.062	-0.510
hibernator	0.000	-1.000
hibiscus	0.714	-0.571
hiccup	-0.458	0.098
hick	-0.286	-0.116
hickey	-0.104	0.058
hickory	0.040	-0.020
hidden	-0.584	-0.140
hide	-0.124	0.020
hideaway	-0.104	-0.038
hideous	-0.818	0.500
hideously	-0.933	0.556
hideousness	-1.000	0.000
hideout	-0.326	-0.114
hider	-0.333	0.667
hiding	-0.500	0.134
hierarch	0.042	0.667
hierarchal	0.111	-0.556
hierarchic	0.000	-0.667
hierarchical	0.042	0.240
hierarchically	0.000	0.083
hierarchism	-0.429	0.593
hierarchy	0.166	0.444
hieroglyph	0.000	-0.667
hieroglyphic	0.000	0.000
hieroglyphically	0.000	-0.625
hieroglyphics	-0.042	-0.350
hieroglyphist	0.000	0.000
hierological	0.125	-0.519
high	0.368	0.020
highball	0.312	0.040
highborn	0.667	0.000
highbred	0.667	0.000
highbrow	0.571	-0.667
highchair	0.619	-0.667
higher	0.732	0.056
highest	0.542	0.280
highfaluting	-0.667	0.185
highflier	0.667	0.667
highflying	0.958	0.857
highhanded	-0.667	0.625
highhandedly	-0.667	0.667
highhandedness	-0.667	0.667
highjack	-0.667	1.000
highland	0.230	-0.038
highlander	0.208	0.333
highlands	0.470	-0.138
highlife	1.000	0.667
highlight	0.688	0.274
highlighter	0.500	0.292
highly	0.667	0.333
highness	0.480	0.340
highroad	0.667	0.000
highschool	0.096	0.032
hight	0.334	0.274
hightail	-0.104	-0.040
highway	0.280	0.166
highwayman	-0.667	0.792
hijack	-0.916	0.816
hijacker	-0.792	0.906
hike	0.230	-0.116
hiker	0.388	0.604
hiking	0.640	0.686
hilarious	0.500	0.280
hilariously	1.000	0.944
hilariousness	1.000	0.667
hilarity	0.490	-0.040
hill	0.230	-0.294
hillbilly	-0.593	0.519
hillcrest	0.619	-0.714
hilliness	0.000	-0.556
hillside	0.250	-0.416
hilltop	0.376	0.286
hilly	0.286	-0.042
hilt	-0.208	0.300
him	0.000	0.000
himself	0.000	0.000
hind	-0.034	0.288
hinder	-0.448	0.074
hinderer	-0.667	0.500
hindering	-0.480	0.308
hindmost	-0.333	-0.714
hindquarter	0.000	-0.630
hindrance	-0.570	0.090
hindsight	-0.334	-0.138
hindu	0.000	0.000
hinge	-0.084	-0.416
hint	0.204	-0.340
hinter	0.000	0.593
hinterland	0.060	0.040
hip	-0.104	-0.170
hipbone	0.000	-1.000
hipless	-0.667	-0.583
hipness	0.667	0.667
hipped	-0.333	0.000
hippie	0.102	-0.200
hippo	-0.020	-0.192
hippocampus	0.000	0.292
hippodrome	0.625	0.667
hippopotami	0.000	-0.556
hippopotamus	0.082	-0.056
hippy	0.125	0.667
hipshot	-0.067	0.630
hipster	0.095	0.444
hirable	0.619	0.042
hire	0.376	0.116
hired	1.000	0.524
hirer	0.667	0.630
hirsute	-0.230	-0.034
hiss	-0.224	-0.040
hissing	0.000	-0.092
hissy	-0.667	0.667
histamine	-0.593	0.667
histogram	0.000	-0.370
histological	0.000	-0.583
histologist	0.333	0.571
histology	-0.020	-0.360
histopathology	-0.143	0.476
historian	0.376	-0.460
historic	0.632	-0.054
historical	0.306	-0.286
historically	0.083	-0.583
historicism	0.185	-0.571
histories	0.481	-0.111
historiographer	0.524	-0.630
historiography	0.124	-0.170
history	0.458	-0.236
histrionic	-0.667	0.708
histrionically	-0.667	0.714
hit	-0.530	0.862
hitch	0.024	-0.040
hitcher	-0.333	0.500
hitchhike	-0.208	0.244
hitchhiker	0.188	0.252
hitchhiking	-0.333	0.667
hither	0.000	0.333
hithermost	0.000	0.000
hitherto	-0.104	-0.288
hitless	-0.619	-0.917
hitman	-1.000	0.917
hittable	-0.333	0.625
hitter	-0.164	0.366
hitting	-0.048	1.000
hive	-0.058	-0.096
hives	-0.166	-0.054
hmm	-0.052	-0.366
hmmm	-0.322	-0.446
hoagie	0.333	0.000
hoard	0.012	-0.176
hoarder	-0.667	-0.667
hoarse	-0.438	-0.196
hoarsely	-0.333	0.667
hoarseness	-0.667	0.500
hoary	-0.062	-0.404
hoax	-0.708	0.392
hoaxer	-0.667	0.667
hob	0.266	-0.274
hobbies	0.667	0.667
hobbit	-0.042	-0.022
hobble	-0.714	0.542
hobbler	-0.667	0.444
hobby	0.654	0.120
hobbyhorse	0.333	0.630
hobbyist	0.667	0.630
hobgoblin	-0.667	0.667
hobnob	0.630	0.704
hock	0.026	-0.096
hockey	0.130	0.572
hocus	0.000	0.667
hodgepodge	-0.556	0.000
hoe	-0.396	-0.040
hoedown	0.667	0.704
hog	-0.366	0.018
hogg	-0.238	0.000
hoggish	-0.667	0.583
hoggishly	-0.667	0.667
hoggishness	-0.750	0.667
hogshead	0.000	-0.625
hogtie	-0.667	0.963
hogwash	-0.160	-0.020
hohoho	0.354	-0.134
hoist	0.042	0.040
hoister	0.000	0.704
hokey	0.208	0.334
hola	0.667	0.708
hold	-0.104	-0.420
holdback	-0.593	-0.667
holder	0.184	-0.340
holdfast	0.074	-1.000
holding	0.200	-0.230
holdout	-0.333	0.625
holdover	0.000	-0.333
holdup	-0.204	-0.058
hole	0.062	-0.380
holed	-0.583	-0.667
holiday	0.896	-0.138
holidays	0.878	0.042
holidayseason	0.750	0.132
holiness	0.720	-0.472
holistic	0.340	-0.304
holistically	0.714	0.000
hollandaise	0.667	-0.167
holler	-0.448	0.650
hollow	-0.400	-0.326
hollowly	-0.667	-0.667
hollowness	-0.667	-0.952
holly	0.020	-0.500
hollyhock	0.389	-0.667
hollywood	0.310	0.146
holocaust	-0.876	0.836
hologram	0.230	-0.078
holograph	0.667	0.000
holographic	0.020	-0.058
holster	0.122	-0.490
holy	0.624	-0.776
holyspirit	0.480	-0.040
homage	0.666	0.120
hombre	0.312	-0.056
hombres	0.020	0.076
home	0.708	-0.460
homebody	0.333	-0.952
homebound	-0.556	-0.867
homeboy	0.204	-0.490
homebred	0.500	-0.500
homebrew	0.667	0.667
homebuilder	0.667	0.708
homebuilding	0.667	0.630
homebuyer	0.625	0.667
homecare	0.667	-0.667
homecoming	0.520	-0.174
homegrown	0.667	-0.593
homeland	0.326	-0.122
homeless	-0.916	-0.100
homelessness	-0.667	-0.630
homelike	1.000	-0.667
homeliness	0.556	-0.944
homely	0.490	-0.686
homemade	0.738	-0.320
homemaker	0.458	-0.625
homemaking	0.667	-0.500
homeomorphous	0.111	-0.714
homeopath	-0.238	-0.625
homeopathic	-0.166	-0.464
homeopathically	-0.167	-0.667
homeopathy	-0.062	-0.432
homeostasis	1.000	-0.571
homeostatic	0.667	-0.667
homeowner	0.270	-0.206
homepage	0.458	0.000
homeroom	0.208	-0.040
homesick	-0.128	-0.392
homesickness	-0.714	-0.593
homespun	0.333	-0.630
homestead	0.730	-0.558
homesteader	0.533	0.292
homestretch	0.630	0.667
homesweethome	0.592	-0.240
hometown	0.716	-0.334
homeward	0.666	-0.450
homework	-0.208	-0.176
homeworker	0.417	0.630
homey	0.538	-0.444
homicidal	-0.960	0.824
homicidally	-1.000	1.000
homicide	-0.925	0.973
homie	-0.138	-0.050
homily	0.242	-0.284
homing	0.102	-0.080
hominid	0.000	0.000
hominoid	0.133	0.000
hominy	-0.042	-0.236
homocentric	0.000	0.000
homochromatic	0.000	0.000
homoeopath	-0.333	-0.667
homoeopathic	0.125	-0.583
homoeopathist	0.000	0.042
homoeopathy	0.000	0.000
homoerotic	0.000	0.500
homoerotism	-0.037	0.556
homogenate	0.000	0.000
homogeneity	0.430	-0.270
homogeneous	0.104	-0.490
homogeneously	0.000	-0.778
homogeneousness	0.667	-0.667
homogenization	0.000	-0.667
homogenize	0.083	0.571
homogenizer	0.000	0.667
homogenous	0.148	-0.667
homogeny	0.000	-0.667
homograph	0.000	0.000
homographic	0.000	-0.167
homological	0.000	-0.667
homologically	0.000	-0.667
homologous	-0.058	-0.294
homologue	0.084	-0.288
homology	0.142	-0.012
homomorphism	0.000	0.185
homomorphous	0.000	0.000
homonym	0.000	0.000
homophobe	-1.000	0.037
homophobia	-0.466	0.000
homophobic	-0.740	0.472
homophone	0.000	0.000
homophonic	0.000	0.000
homophonous	0.000	-0.458
homophony	0.000	-0.042
homozygote	0.000	0.000
honcho	-0.062	-0.072
hone	0.376	-0.216
honest	0.854	-0.492
honestly	0.958	0.042
honesty	0.876	-0.178
honey	0.840	-0.138
honeybee	0.625	0.815
honeybunch	0.926	0.481
honeycomb	0.082	-0.166
honeydew	0.704	-0.556
honeymoon	0.958	0.356
honeymooner	1.000	0.667
honeypot	0.519	-0.250
honeysuckle	0.194	-0.098
honeysuckled	0.630	-0.458
honeysweet	0.867	-0.667
honk	0.098	0.270
honker	-0.333	0.000
honky	-0.084	0.264
honor	0.792	0.174
honorability	0.958	-0.667
honorable	0.926	-0.176
honorableness	1.000	-0.815
honorably	0.833	-0.571
honorarium	0.592	0.020
honorary	0.770	0.130
honored	0.876	-0.106
honoree	1.000	-0.593
honorific	1.000	-0.667
honourable	0.889	-0.583
honoured	1.000	-0.500
honours	1.000	0.000
hooch	-0.142	0.076
hood	-0.286	-0.082
hooded	-0.388	0.490
hoodie	0.286	-0.046
hoodless	-0.208	-0.190
hoodlum	-0.292	0.440
hoodwink	-0.667	0.667
hoodwinker	-0.708	0.667
hoody	-0.278	-0.250
hoof	-0.146	-0.318
hoofer	0.333	0.667
hoofmark	0.000	0.667
hook	-0.164	-0.112
hookah	-0.182	0.082
hooked	0.220	0.322
hooker	-0.572	0.778
hooknose	-0.333	0.000
hookup	0.250	0.058
hookworm	-0.667	0.286
hooky	-0.064	0.000
hooligan	-0.410	0.424
hooliganism	-1.000	1.000
hooligans	-0.667	0.958
hoop	0.270	-0.592
hoopla	0.084	-0.058
hooplike	0.000	-0.222
hoopskirt	0.095	-0.476
hoorah	0.958	1.000
hooray	0.220	-0.038
hoot	-0.102	0.120
hootenanny	0.667	1.000
hooter	-0.060	0.230
hooters	-0.333	0.667
hooves	0.000	-0.190
hop	-0.100	0.040
hope	0.854	-0.366
hopeful	0.894	-0.286
hopefully	0.667	0.000
hopefulness	1.000	-0.259
hopeless	-0.812	-0.404
hopelessly	-1.000	-0.667
hopelessness	-0.948	-0.196
hopes	0.834	0.000
hoping	0.368	-0.062
hopped	0.333	0.958
hopper	-0.208	-0.018
hopping	0.333	0.958
hoppy	0.458	0.000
hopscotch	0.667	0.708
horde	-0.428	0.426
horizon	0.458	-0.432
horizontal	0.146	-0.392
horizontality	0.000	-0.963
horizontally	0.000	-0.288
hormonal	0.000	0.240
hormone	-0.020	0.500
horn	-0.230	0.020
hornbill	0.000	0.083
horned	-0.368	0.220
hornet	-0.204	0.188
horniness	-0.667	1.000
hornless	0.000	-0.905
hornlike	-0.190	0.056
hornpipe	0.619	0.667
horntail	-0.667	0.704
horny	-0.020	0.816
horoscope	0.000	-0.280
horrendous	-0.854	0.510
horrendously	-1.000	0.583
horrible	-0.858	0.714
horribleness	-1.000	-0.667
horribly	-0.900	0.262
horrid	-0.896	0.530
horridly	-0.944	0.542
horridness	-1.000	-0.524
horrific	-0.812	0.692
horrifically	-1.000	0.944
horrified	-0.920	0.770
horrify	-1.000	0.704
horrifying	-0.990	0.481
horror	-0.770	0.700
horrors	-0.878	0.704
hors	0.000	0.000
horse	0.270	0.020
horseback	0.376	0.176
horseflesh	-0.333	-0.889
horsefly	-0.381	0.667
horsehair	0.000	-0.593
horsehide	0.333	0.000
horseless	0.000	-0.917
horseman	-0.118	0.400
horsemanship	1.000	0.667
horsemeat	-0.381	-0.222
horsemen	0.000	0.667
horseplay	0.375	1.000
horseplayer	-0.074	0.667
horsepower	0.188	0.470
horserace	0.667	0.857
horseradish	-0.358	0.168
horseshit	-0.694	0.164
horseshoe	0.346	-0.300
horsetail	0.000	-0.667
horsetrading	-0.593	0.667
horsewhip	-0.667	1.000
horsewoman	0.667	0.667
horsey	0.204	-0.092
horticultural	0.188	-0.226
horticulturalist	0.667	0.667
horticulture	0.400	-0.160
horticulturist	0.667	0.625
hosannah	0.358	-0.254
hose	-0.062	-0.424
hosed	-0.667	0.611
hosepipe	0.000	0.476
hosier	0.000	-0.500
hosiery	0.040	-0.312
hospice	-0.326	-0.114
hospitable	0.582	-0.060
hospitableness	1.000	-0.208
hospitably	1.000	-0.667
hospital	-0.354	0.074
hospitality	0.730	-0.334
hospitalization	-0.162	0.166
hospitalize	-0.571	0.667
hospitalized	-0.667	-0.667
host	0.386	-0.058
hostage	-0.674	0.846
hostel	-0.042	0.000
hostess	0.584	0.208
hostile	-0.624	0.754
hostilely	-1.000	0.857
hostilities	-0.448	0.620
hostility	-0.756	0.550
hot	-0.020	0.480
hotbed	0.020	-0.430
hotbox	-0.381	0.667
hotcake	0.667	0.476
hotch	0.000	0.625
hotdog	0.440	-0.124
hotel	0.480	-0.260
hotelier	0.519	0.000
hotelkeeper	0.000	0.625
hotfoot	0.000	1.000
hothead	-0.520	0.698
hotheadedly	-0.667	1.000
hotheadedness	-0.667	0.905
hothouse	0.333	-0.083
hotline	0.184	0.130
hotlist	0.667	0.667
hotly	0.000	0.963
hotness	0.167	0.778
hotplate	0.000	0.593
hotpot	0.630	0.619
hotshot	0.000	0.454
hotspot	0.667	0.963
hotter	-0.038	0.164
hottest	0.282	0.374
